,Steak hache,Pains et cereales : pates superieures,Emmental francais,Huile de tournesol,Beurre extra-fin (250g),Oignon,Tomate,Sucre,Lait,Escalope,Pomme,Orange,Banane,Patate,Salade,Carotte,Champignon,Concombre,Courgette,Yaourts nature (500 g),Poisson,Baguette, Panier Mensuel Moyen ,IPC,IPP,Prod céréales,Prod graines(huile),Prod légumes,Prod fruits,FR_prod_bovine,FR_prod_chicken
180,25.645,6.24,3.256,1.03,1.2525,1.582,2.401,0.309,0.581,24.07,1.22,1.435,1.81,0.0,0.0,0.665,2.772,0.0,0.0,5.28,12.072,8.65,100.27,101.2,100.0,96.94,107.53,115.91,103.82,120.8,74754.04
181,25.668,6.24,3.256,1.035,1.2525,1.575,2.548,0.303,0.581,24.13,1.205,1.435,1.85,0.0,0.0,0.66,2.766,0.0,0.0,5.28,10.596,8.65,99.03,101.46,100.3,95.5,103.84333333333332,111.09666666666666,101.94666666666666,108.34,65860.0
182,25.622,6.16,3.248,1.03,1.2525,1.54,2.205,0.3,0.581,24.25,1.235,1.435,1.85,0.0,0.0,0.66,2.778,0.0,0.0,5.28,10.23,8.675,98.33,101.17,100.1,94.06,100.15666666666668,106.28333333333332,100.07333333333334,128.57,72282.64
183,25.622,6.24,3.272,1.035,1.275,1.512,2.45,0.3,0.588,24.26,1.245,1.47,1.87,1.652,0.0,0.67,2.76,0.0,0.0,5.36,10.338,8.675,100.59,101.11,100.5,92.62,96.47,101.47,98.2,112.46,67848.45
184,25.691,6.24,3.296,1.045,1.2825,1.554,2.212,0.297,0.588,24.1,1.28,1.512,1.86,1.708,0.0,0.7,2.784,0.0,0.804,5.28,11.562,8.675,102.47,101.84,100.1,92.53666666666668,95.42,98.66666666666669,97.7,127.12,74292.2
185,25.737,6.16,3.312,1.045,1.2975,1.589,1.785,0.3,0.588,23.89,1.32,1.582,1.85,1.54,0.0,0.715,2.778,0.0,0.772,5.28,11.472,8.675,101.69,101.55,99.7,92.45333333333332,94.37,95.86333333333332,97.2,119.83,75628.72
186,25.921,6.16,3.316,1.05,1.305,1.61,1.82,0.3,0.588,24.49,1.39,1.631,1.85,1.274,0.0,0.665,2.742,0.0,0.72,5.28,11.418,8.675,102.21,101.62,99.7,92.37,93.32,93.06,96.7,107.9,72860.47
187,25.967,6.16,3.352,1.05,1.335,1.617,1.68,0.303,0.588,24.4,1.445,1.729,1.87,1.239,0.0,0.64,2.778,0.0,0.692,5.28,12.048,8.675,102.85,101.67,100.0,91.66666666666669,93.00666666666666,94.30666666666669,101.86333333333332,124.03,76525.57
188,25.921,6.16,3.356,1.045,1.3575,1.596,1.771,0.303,0.588,24.3,1.4,1.771,1.79,0.0,0.0,0.635,2.772,0.0,0.832,5.28,10.962,8.7,100.54,101.6,100.5,90.96333333333334,92.69333333333331,95.55333333333331,107.02666666666669,120.81,62774.84
189,25.921,6.08,3.368,1.045,1.3875,1.582,2.002,0.303,0.595,24.46,1.31,1.813,1.78,0.0,0.0,0.65,2.778,0.0,1.408,5.36,11.244,8.7,101.79,102.02,100.6,90.26,92.38,96.8,112.19,127.32,72716.08
190,25.76,6.08,3.36,1.045,1.4325,1.575,2.051,0.303,0.595,24.41,1.31,1.75,1.82,0.0,0.0,0.655,2.754,0.0,0.0,5.6,10.908,8.7,100.11,102.12,101.1,90.05333333333334,90.65666666666668,99.12333333333332,115.64666666666666,127.37,64395.88
191,25.76,6.08,3.356,1.035,1.4475,1.568,2.226,0.3,0.595,24.56,1.315,1.568,1.8,0.0,0.0,0.64,2.754,0.0,0.0,5.68,10.812,8.725,100.22,102.1,101.2,89.84666666666666,88.93333333333332,101.44666666666666,119.10333333333334,117.62,68611.1
192,25.829,6.16,3.348,1.03,1.455,1.547,2.31,0.3,0.595,24.43,1.255,1.463,1.83,0.0,0.0,0.645,2.772,0.0,0.0,5.68,12.282,8.725,101.66,102.43,101.7,89.64,87.21,103.77,122.56,126.38,76655.48
193,25.829,6.08,3.372,1.035,1.4475,1.547,2.107,0.297,0.602,24.3,1.27,1.456,1.86,0.0,0.0,0.67,2.778,0.0,0.0,5.68,10.53,8.725,99.59,102.29,101.4,90.92333333333332,86.99666666666666,102.61666666666666,119.58666666666667,111.53,66711.08
194,26.174,6.08,3.372,1.03,1.4625,1.561,2.058,0.297,0.602,24.29,1.305,1.47,1.86,0.0,0.0,0.695,2.802,0.0,0.0,5.68,10.854,8.725,100.32,102.66,101.7,92.20666666666666,86.78333333333333,101.46333333333334,116.61333333333332,128.06,75485.26
195,26.151,6.08,3.368,1.035,1.4925,1.554,2.044,0.297,0.602,24.42,1.335,1.491,1.89,2.023,0.0,0.735,2.808,0.0,0.0,5.68,11.322,8.75,103.08,102.72,102.3,93.49,86.57,100.31,113.64,119.41,67466.76
196,26.013,6.08,3.368,1.035,1.515,1.575,2.086,0.297,0.602,24.4,1.405,1.568,1.85,1.995,0.0,0.86,2.814,0.0,0.928,5.68,11.694,8.75,104.52,103.64,103.2,98.7,87.71,100.52,112.92666666666666,125.56,72091.54
197,25.944,6.08,3.38,1.04,1.53,1.631,1.61,0.297,0.602,24.43,1.475,1.589,1.85,1.799,0.0,0.98,2.808,0.0,0.812,5.68,12.084,8.75,104.37,103.46,103.1,103.91,88.85,100.73,112.21333333333334,117.64,64133.02
198,26.082,6.08,3.364,1.04,1.5375,1.659,1.694,0.297,0.602,24.2,1.54,1.617,1.82,1.708,0.0,0.97,2.784,0.0,0.74,5.68,11.862,8.775,104.05,103.59,103.2,109.12,89.99,100.94,111.5,117.31,70597.64
199,26.197,6.16,3.376,1.045,1.545,1.659,1.554,0.297,0.602,24.21,1.595,1.708,1.91,1.659,0.0,0.92,2.808,0.0,0.74,5.68,11.49,8.775,103.93,103.88,103.5,109.0,90.41333333333333,105.85333333333334,110.00333333333332,122.86,70023.11
200,26.358,6.08,3.376,1.045,1.545,1.652,1.939,0.297,0.602,24.44,1.555,1.764,1.79,0.0,0.0,0.885,2.814,0.0,0.848,5.76,11.094,8.775,102.62,104.46,103.7,108.88,90.83666666666667,110.76666666666668,108.50666666666667,114.89,61413.33
201,26.335,6.08,3.38,1.045,1.545,1.631,2.303,0.3,0.602,24.43,1.355,1.736,1.82,0.0,0.0,0.86,2.778,0.0,0.84,5.76,11.712,8.775,103.29,104.3,104.1,108.76,91.26,115.68,107.01,134.31,72910.35
202,26.404,6.08,3.38,1.05,1.5675,1.61,1.89,0.3,0.609,24.4,1.335,1.694,1.81,0.0,0.0,0.83,2.808,0.0,0.0,5.76,11.196,8.775,101.5,104.11,103.2,107.14333333333332,91.01333333333334,117.34,108.39,125.44,60446.53
203,26.45,6.08,3.388,1.05,1.59,1.603,2.345,0.297,0.609,24.39,1.325,1.596,1.83,0.0,0.0,0.805,2.808,0.0,0.0,5.76,11.37,8.775,102.07,104.7,102.2,105.52666666666669,90.76666666666668,119.0,109.77,116.61,66357.25
204,26.634,6.16,3.364,1.05,1.62,1.617,2.303,0.294,0.609,24.24,1.3,1.456,1.82,0.0,0.0,0.815,2.856,0.0,1.284,5.6,12.516,8.775,104.31,105.23,102.2,103.91,90.52,120.66,111.15,126.13,76137.89
205,26.818,6.16,3.38,1.055,1.635,1.617,2.261,0.294,0.609,24.39,1.31,1.428,1.85,0.0,0.0,0.81,2.856,0.0,1.276,5.68,11.01,8.775,103.21,105.41,102.8,101.61666666666666,90.11,116.08666666666666,109.16333333333334,107.16,66123.74
206,26.703,6.24,3.396,1.06,1.6425,1.631,2.079,0.294,0.609,24.3,1.32,1.4,1.82,0.0,0.0,0.82,2.862,0.0,0.908,5.68,11.1,8.775,102.64,105.2,103.0,99.32333333333334,89.7,111.51333333333334,107.17666666666666,117.48,67671.19
207,26.772,6.24,3.412,1.06,1.6425,1.652,2.163,0.294,0.609,24.35,1.32,1.4,1.88,2.261,0.0,0.865,2.868,0.0,0.836,5.76,11.448,8.775,105.61,105.27,103.5,97.03,89.29,106.94,105.19,126.07,72843.97
208,26.91,6.24,3.44,1.055,1.65,1.743,1.82,0.291,0.609,24.16,1.355,1.442,1.85,2.114,0.0,0.9,2.874,0.0,0.856,5.76,12.102,8.8,105.97,105.99,103.6,95.48333333333332,91.32,106.60333333333334,104.40666666666668,122.09,72095.42
209,26.887,6.24,3.436,1.055,1.65,1.827,1.715,0.291,0.609,24.49,1.395,1.463,1.85,2.086,0.0,0.905,2.892,0.0,0.828,5.76,12.39,8.8,106.57,106.1,102.8,93.93666666666668,93.35,106.26666666666668,103.62333333333332,109.57,66968.93
210,27.002,6.24,3.448,1.045,1.65,1.876,2.051,0.294,0.609,24.37,1.45,1.512,1.86,1.995,0.0,0.9,2.886,0.0,0.836,5.76,12.198,8.775,106.76,106.66,103.0,92.39,95.38,105.93,102.84,117.68,73374.08
211,27.002,6.24,3.448,1.045,1.6425,1.82,2.205,0.291,0.609,24.58,1.49,1.596,1.89,1.995,0.0,0.875,2.916,0.0,0.764,5.76,11.604,8.8,106.57,107.15,102.6,93.55666666666669,95.82666666666668,107.64333333333332,102.15333333333334,116.27,70486.1
212,27.048,6.16,3.448,1.05,1.6425,1.757,2.268,0.291,0.609,24.55,1.44,1.673,1.77,0.0,0.0,0.835,2.892,0.0,0.764,5.76,11.688,8.8,104.45,106.62,102.9,94.72333333333331,96.27333333333333,109.35666666666668,101.46666666666668,119.56,65034.8
213,27.163,6.16,3.44,1.05,1.6425,1.729,1.967,0.294,0.609,24.45,1.325,1.687,1.8,0.0,0.0,0.805,2.88,0.0,0.752,5.76,11.262,8.825,103.6,106.15,102.7,95.89,96.72,111.07,100.78,130.32,72086.95
214,27.186,6.16,3.444,1.05,1.6425,1.694,2.044,0.294,0.616,24.43,1.315,1.687,1.83,0.0,0.0,0.78,2.886,0.0,0.832,5.68,11.874,8.825,104.27,106.28,102.7,97.01666666666668,96.45,114.14333333333332,103.88,116.26,57312.74
215,27.14,6.16,3.444,1.045,1.65,1.673,2.156,0.294,0.609,24.52,1.305,1.568,1.82,0.0,0.0,0.775,2.874,0.0,1.032,5.76,11.994,8.825,104.64,106.87,103.0,98.14333333333332,96.18,117.21666666666668,106.98,121.01,68366.67
